Year,Community_Name,City,LACity,SPA,SD,DemogSurvCt,YouthSurvCt,SheltHmisCt,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totMakeshift,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMakeshiftPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMakeshiftHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMakeshiftPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMakeshiftPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
2018,Hacienda Heights,Hacienda Heights,0,3,4,0,0,0,11,0,0,7,2,23,0,3,11,3,42,0,5,0,0,1,0,0,1,0,3,0,0,10,3,39,0,5,227,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,240,0,0,240,313
2018,Harbor City,Los Angeles,1,8,4,3,0,0,31,0,0,2,22,17,0,2,3,36,31,0,3,0,1,1,0,0,0,1,2,0,0,3,34,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,105
2018,Harbor Gateway,Los Angeles,1,6,2,24,2,0,8,1,3,7,4,42,20,25,11,7,77,31,42,0,0,2,0,0,1,0,6,1,1,10,6,71,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,178
2018,Hawaiian Gardens,Hawaiian Gardens,0,7,4,0,0,0,3,0,0,6,1,2,0,3,10,2,4,0,5,0,0,0,0,0,1,0,0,0,0,9,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
2018,Hawthorne,Hawthorne,0,8,2,16,5,7,53,0,0,21,11,0,0,18,34,18,0,0,30,1,0,0,0,0,4,1,0,0,1,30,17,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,135,0,3,0,3,138
2018,Hermosa Beach,Hermosa Beach,0,8,4,0,0,3,8,0,0,1,3,1,0,2,2,5,2,0,3,0,0,0,0,0,0,0,0,0,0,1,5,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,23
2018,Highland Park,Los Angeles,1,4,1,21,0,0,63,1,2,24,49,39,12,66,39,80,71,18,111,1,1,2,0,1,4,3,6,1,2,34,76,66,18,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,384
2018,Hollywood,Los Angeles,1,4,3,285,194,584,353,0,0,63,48,53,149,79,102,78,97,227,132,4,1,2,3,1,12,3,8,9,3,90,75,90,219,129,73,13,54,72,2,6,17,7,4,9,118,0,0,7,0,0,0,0,0,0,0,990,222,141,0,363,1353
2018,Hollywood Hills West,Los Angeles,1,2,3,53,8,6,87,0,0,7,3,4,6,8,11,5,7,9,13,0,0,0,0,0,1,0,1,0,0,10,5,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,133
2018,Huntington Park,Huntington Park,0,7,1,6,9,0,125,1,2,19,29,18,0,10,31,47,33,0,17,1,1,1,0,0,4,2,3,0,0,27,45,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,255
2018,Industry,City of Industry,0,3,4,14,0,0,12,0,0,1,0,5,3,4,2,0,9,5,7,0,0,0,0,0,0,0,1,0,0,1,0,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
2018,Inglewood,Inglewood,0,8,2,25,2,281,125,0,0,7,15,21,3,34,11,24,38,5,57,0,0,1,0,1,1,1,3,0,1,10,23,35,4,56,40,0,0,0,0,0,0,185,0,0,3,1,2,0,15,0,0,0,0,0,0,261,40,190,15,245,506
2018,Irwindale,Irwindale,0,3,1,0,4,0,16,0,0,0,0,0,3,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
2018,Kinneloa Mesa,Kinneloa Mesa,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,La Cañada Flintridge,La Cañada Flintridge,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,La Crescenta-Montrose,La Crescenta-Montrose,0,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2018,La Habra Heights,La Habra Heights,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,La Mirada,La Mirada,0,7,4,15,0,0,8,0,0,9,2,9,0,6,15,3,16,0,10,1,0,0,0,0,2,0,1,0,0,13,3,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52
2018,La Puente,La Puente,0,3,1,2,0,0,0,0,0,0,0,5,0,2,0,0,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
2018,La Rambla,Unincorporated Los Angeles County,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2018,La Verne,La Verne,0,3,5,0,0,0,2,0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
2018,Ladera Heights,Ladera Heights,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2018,Lake Balboa,Los Angeles,1,2,3,68,2,0,41,0,0,5,8,48,5,16,8,13,88,8,27,0,0,2,0,0,1,1,7,0,1,7,12,81,7,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,4,0,4,188
2018,Lakewood,Lakewood,0,7,4,39,0,0,47,0,0,12,10,6,0,8,19,16,11,0,13,1,0,0,0,0,2,1,1,0,0,17,16,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107
2018,Lancaster,Lancaster,0,1,5,280,41,396,214,1,2,40,10,110,109,142,65,16,201,166,238,2,0,5,2,2,7,1,16,6,5,57,16,186,160,233,101,8,38,13,1,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,903,155,18,0,173,1076
2018,Lawndale,Lawndale,0,8,2,0,0,0,8,0,0,2,0,4,0,4,3,0,7,0,7,0,0,0,0,0,0,0,1,0,0,3,0,7,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,6,31
2018,Lennox,Lennox,0,8,2,38,1,0,35,0,0,22,17,18,26,2,36,28,33,40,3,1,0,1,1,0,4,1,3,1,0,32,27,30,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,174
2018,Lincoln Heights,Los Angeles,1,4,1,19,0,0,64,1,2,11,18,34,18,42,18,29,62,27,70,1,1,1,0,1,2,1,5,1,2,16,28,57,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,273
2018,Lomita,Lomita,0,8,4,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,8,14
2018,Los Feliz,Los Angeles,1,4,3,19,0,0,52,0,0,8,4,9,13,26,13,7,16,20,44,0,0,0,0,0,1,0,1,1,1,11,6,15,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,151
2018,Lynwood,Lynwood,0,6,2,1,2,0,68,0,0,10,2,12,9,21,16,3,22,14,35,1,0,1,0,0,2,0,2,1,1,14,3,20,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,158
2018,Malibu,Malibu,0,5,3,1,0,0,38,0,0,21,5,7,24,15,34,8,13,37,25,1,0,0,1,0,4,0,1,1,1,30,8,12,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,155
2018,Malibu Lake,Malibu Lake,0,2,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
2018,Manhattan Beach,Manhattan Beach,0,8,4,0,0,0,14,0,0,6,6,2,0,2,10,10,4,0,3,0,0,0,0,0,1,0,0,0,0,9,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
2018,Mar Vista,Los Angeles,1,5,2,14,0,0,20,0,0,6,28,48,3,4,10,46,88,5,7,0,1,2,0,0,1,2,7,0,0,9,44,81,4,7,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,174,0,4,0,4,178
2018,Marina del Rey,Los Angeles,1,5,4,18,0,0,10,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
2018,Mayflower Village,Mayflower Village,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Maywood,Maywood,0,7,1,2,2,0,10,1,2,1,3,0,1,1,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
2018,Mid City,Los Angeles,1,4,2,5,0,27,20,0,0,5,9,26,12,19,8,15,48,18,32,0,0,1,0,0,1,1,4,1,1,7,14,44,18,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3,0,0,3,144
2018,Mid-City West,Los Angeles,1,4,3,27,6,0,117,1,2,4,1,7,11,40,6,2,13,17,67,0,0,0,0,1,1,0,1,1,1,6,2,12,16,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,224
2018,Miracle Mile,Los Angeles,1,4,3,14,0,0,84,0,0,17,16,31,10,27,28,26,57,15,45,1,0,1,0,0,3,1,4,1,1,24,25,52,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,255
2018,Mission Hills,Los Angeles,1,2,3,17,0,0,8,0,0,7,21,29,0,2,11,34,53,0,3,0,1,1,0,0,1,1,4,0,0,10,33,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,110
2018,Monrovia,Monrovia,0,3,5,8,0,0,9,0,0,11,2,18,0,4,18,3,33,0,7,1,0,1,0,0,2,0,3,0,0,16,3,30,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70
2018,Montebello,Montebello,0,7,1,23,2,0,110,1,5,26,30,52,0,21,42,49,95,0,35,2,1,2,0,0,5,2,7,0,1,37,47,88,0,34,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,10,0,0,10,346
2018,Monterey Park,Monterey Park,0,3,1,0,0,0,17,0,0,4,2,0,0,2,6,3,0,0,3,0,0,0,0,0,1,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
2018,North El Monte,North El Monte,0,3,5,8,0,0,14,0,0,5,0,2,0,2,8,0,4,0,3,0,0,0,0,0,1,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
2018,North Hills,Los Angeles,1,2,3,32,5,45,64,0,0,24,13,13,5,13,39,21,24,8,22,1,0,1,0,0,4,1,2,0,0,34,20,22,7,21,0,0,0,0,0,0,0,0,0,0,30,3,6,0,0,0,0,0,0,0,0,177,0,36,0,36,213
2018,North Hollywood,Los Angeles,1,2,3,71,25,108,177,0,0,96,134,173,16,71,155,218,317,24,119,6,4,7,0,1,18,9,25,1,3,138,209,292,23,116,140,281,1027,16,28,90,0,0,0,0,23,4,8,0,0,0,0,0,0,0,0,1011,1273,31,0,1304,2315
2018,Northridge,Los Angeles,1,2,5,26,0,633,53,0,0,10,4,52,0,2,16,7,95,0,3,1,0,2,0,0,2,0,7,0,0,14,6,88,0,3,1,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,31,0,0,31,205
2018,Norwalk,Norwalk,0,7,4,16,4,0,99,1,3,8,14,15,22,38,13,23,27,34,64,0,0,1,0,1,1,1,2,1,1,11,22,25,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,262
2018,Pacific Palisades,Los Angeles,1,5,3,5,0,0,42,0,0,18,7,7,2,5,29,11,13,3,8,1,0,0,0,0,3,0,1,0,0,26,11,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107
2018,Pacoima,Los Angeles,1,2,3,29,0,298,94,0,0,17,28,65,13,36,28,46,119,20,60,1,1,3,0,1,3,2,9,1,1,24,44,110,19,59,113,0,0,6,0,0,0,0,0,0,5,3,6,1,0,0,0,0,0,0,0,366,119,12,0,131,497
2018,Palmdale,Unincorporated Palmdale,0,1,5,26,1,0,60,0,0,14,7,41,13,22,23,11,75,20,37,1,0,2,0,0,3,0,6,1,1,20,11,69,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,226
2018,Palms,Los Angeles,1,5,3,56,0,0,63,0,0,6,10,14,8,4,10,16,26,12,7,0,0,1,0,0,1,1,2,0,0,9,16,24,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,134
2018,Palos Verdes Estates,Palos Verdes Estates,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Panorama City,Los Angeles,1,2,3,10,7,0,79,1,4,4,10,10,4,16,6,16,18,6,27,0,0,0,0,0,1,1,1,0,1,6,16,17,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,157
2018,Paramount,Paramount,0,6,4,3,0,0,26,2,7,1,4,0,22,5,2,7,0,34,8,0,0,0,0,0,0,0,0,1,0,1,6,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,83
2018,Pico Rivera,Pico Rivera,0,7,1,12,1,0,51,2,7,25,11,22,2,25,40,18,40,3,42,2,0,1,0,0,5,1,3,0,1,36,17,37,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,202
2018,Pico Union,Los Angeles,1,4,1,17,0,0,55,1,2,19,20,30,13,48,31,33,55,20,80,1,1,1,0,1,4,1,4,1,2,27,31,51,19,79,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,10,0,10,286
2018,Pomona,Pomona,0,3,1,177,9,226,293,0,0,27,11,29,45,65,44,18,53,69,109,2,0,1,1,1,5,1,4,3,2,39,17,49,66,107,124,3,7,6,0,0,0,0,10,43,8,0,0,0,0,0,0,0,0,0,0,585,137,51,0,188,773
2018,Porter Ranch,Los Angeles,1,2,5,2,0,0,0,0,0,2,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
2018,Rampart Village,Los Angeles,1,4,1,10,4,67,57,0,0,8,13,8,20,48,13,21,15,31,80,0,0,0,0,1,1,1,1,1,2,11,20,14,29,79,0,0,0,0,0,0,0,0,0,0,18,31,69,0,0,0,0,0,0,0,0,217,0,87,0,87,304
2018,Rancho Palos Verdes,Rancho Palos Verdes,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2018,Redondo Beach,Redondo Beach,0,8,4,64,1,0,64,0,0,21,13,12,2,6,34,21,22,3,10,1,0,1,0,0,4,1,2,0,0,30,20,20,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,154
2018,Reseda,Los Angeles,1,2,3,23,0,13,31,0,0,8,8,23,1,14,13,13,42,2,23,0,0,1,0,0,1,1,3,0,1,11,12,39,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,124
2018,Rolling Hills,Rolling Hills,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Rolling Hills Estates,Rolling Hills Estates,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Rosemead,Rosemead,0,3,1,25,0,0,27,0,0,1,1,2,2,26,2,2,4,3,44,0,0,0,0,0,0,0,0,0,1,1,2,3,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
2018,Rowland Heights,Unincorporated Rowland Heights,0,3,4,0,0,0,7,0,0,2,0,3,1,8,3,0,5,2,13,0,0,0,0,0,0,0,0,0,0,3,0,5,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,8,39
2018,San Dimas,San Dimas,0,3,5,0,0,0,6,0,0,2,0,1,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
2018,San Fernando,San Fernando,0,2,3,0,0,0,14,0,0,2,3,7,0,3,3,5,13,0,5,0,0,0,0,0,0,0,1,0,0,3,5,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
2018,San Gabriel,San Gabriel,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
